premises_name,premise_address_1,premise_city,premise_state,premise_zip,clean_name,chain_name,business_type,ollama_category,business_type_final,is_chain
STARBUCKS #51440,3320 POTOMAC RIVER PY,Charlotte,NC,,STARBUCKS,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS #54780,610 S CALDWELL ST,Charlotte,NC,,STARBUCKS,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS #58139,4044 CONNECTION POINT BV,Charlotte,NC,,STARBUCKS,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS #64837,8420 UNIVERSITY CITY BV,Charlotte,NC,,STARBUCKS,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS #65466,6328 BANNER ELK DR,Charlotte,NC,,STARBUCKS,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS #8210,545 PROVIDENCE RD,Charlotte,NC,,STARBUCKS,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS #8211,1961 E SEVENTH ST,Charlotte,NC,,STARBUCKS,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS #8234,9335 N TRYON ST,Charlotte,NC,,STARBUCKS,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS #8240,4450 RANDOLPH RD,Charlotte,NC,,STARBUCKS,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS #8288,1401 EAST BV,Charlotte,NC,,STARBUCKS,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS #8305,212 S TRYON ST,Charlotte,NC,,STARBUCKS,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS #8351,4100 CARMEL RD,Charlotte,NC,,STARBUCKS,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS #8453,16846 BIRKDALE COMMONS PY,Charlotte,NC,,STARBUCKS,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS #8460,800 W TRADE ST,Charlotte,NC,,STARBUCKS,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS (STUDENT UNION BLDG),9201 UNIVERSITY CITY BV,Charlotte,NC,,STARBUCKS STUDENT UNION BLDG,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS - MORROCROFT,6701 CARNEGIE BV,Charlotte,NC,,STARBUCKS - MORROCROFT,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS - PARK TOWNE #2971,4425 PARK RD,Charlotte,NC,,STARBUCKS - PARK TOWNE,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS - TARGET STONECREST,7860 REA RD,Charlotte,NC,,STARBUCKS - TARGET STONECREST,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS AT GRAND BOHEMIAN,201 W TRADE ST,Charlotte,NC,,STARBUCKS AT GRAND BOHEMIAN,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS BALLANTYNE COMMONS,5361 BALLANTYNE COMMONS PY,Charlotte,NC,,STARBUCKS BALLANTYNE COMMONS,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS COFFEE # 29481,11510 WAVERLY CENTER DR,Charlotte,NC,,STARBUCKS COFFEE,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS COFFEE #10035,9015 PINEVILLE-MATTHEWS RD,Charlotte,NC,,STARBUCKS COFFEE,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS COFFEE #10691,9832 GILEAD RD,Charlotte,NC,,STARBUCKS COFFEE,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS COFFEE #11638,1025 MOREHEAD MEDICAL DR,Charlotte,NC,,STARBUCKS COFFEE,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS COFFEE #11921,6432 REA RD,Charlotte,NC,,STARBUCKS COFFEE,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS COFFEE #11968,7922 REA RD,Charlotte,NC,,STARBUCKS COFFEE,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS COFFEE #14112,9932 KNOCKANDO LN,Charlotte,NC,,STARBUCKS COFFEE,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS COFFEE #65308,436 TYVOLA RD,Charlotte,NC,,STARBUCKS COFFEE,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS COFFEE #8572,8951 S TRYON ST,Charlotte,NC,,STARBUCKS COFFEE,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS COFFEE CO #25058,4805 SHARON RD,Charlotte,NC,,STARBUCKS COFFEE,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS COFFEE COMPANY #10241,9820 REA RD,Charlotte,NC,,STARBUCKS COFFEE COMPANY,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS COFFEE COMPANY #10324,7819 FOREST PINE DR,Charlotte,NC,,STARBUCKS COFFEE COMPANY,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS COFFEE COMPANY #47827,5920 HIGHLAND SHOPPES DR,Charlotte,NC,,STARBUCKS COFFEE COMPANY,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS COFFEE COMPANY #50494,6925 UNIVERSITY CITY BV,Charlotte,NC,,STARBUCKS COFFEE COMPANY,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS COFFEE COMPANY #9362,13855 CONLAN CR,Charlotte,NC,,STARBUCKS COFFEE COMPANY,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS COFFEE,2001 VAIL AV,Charlotte,NC,,STARBUCKS COFFEE,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS COFFEE,2233 MATTHEWS TOWNSHIP PY,Charlotte,NC,,STARBUCKS COFFEE,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS CONCOURSE A,5501 JOSH BIRMINGHAM PY,Charlotte,NC,,STARBUCKS CONCOURSE A,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS CONCOURSE C,5501 JOSH BIRMINGHAM PY,Charlotte,NC,,STARBUCKS CONCOURSE C,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS STORE #55028,4820 BEREWICK TOWN CENTER DR,Charlotte,NC,,STARBUCKS,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS STORE #8285,20300 WEST CATAWBA AV,Charlotte,NC,,STARBUCKS,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS STORE 65517,101 N TRYON ST,Charlotte,NC,,STARBUCKS,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS UNCC ATKINS,9201 UNIVERSITY CITY BV,Charlotte,NC,,STARBUCKS UNCC ATKINS,STARBUCKS,coffee_shop,,coffee_shop,1
STARBUCKS#71681,9425 SOUTH BV,Charlotte,NC,,STARBUCKS,STARBUCKS,coffee_shop,,coffee_shop,1
STARLIGHT ON 22ND,422 E 22ND ST,Charlotte,NC,,STARLIGHT ON 22ND,,other,other,other,0
STATE OF CONFUSION,3500 DEWITT LN,Charlotte,NC,,STATE OF CONFUSION,,other,other,other,0
STATS RESTAURANT & BAR,3425 DAVID COX RD,Charlotte,NC,,STATS RESTAURANT & BAR,,bar,,bar,0
STAYBRIDGE SUITES CHARLOTTE - TYVOLA,6017 TYVOLA GLEN CR,Charlotte,NC,,STAYBRIDGE SUITES CHARLOTTE - TYVOLA,,other,institutional,institutional,0
STAYBRIDGE SUITES CHARLOTTE BALLANTYNE,15735 BRIXHAM HILL AV,Charlotte,NC,,STAYBRIDGE SUITES CHARLOTTE BALLANTYNE,,other,institutional,institutional,0
STEADY EDDYS PUMPHOUSE,2216 E JOHN ST,Charlotte,NC,,STEADY EDDYS PUMPHOUSE,,coffee_shop,,coffee_shop,0
STEAK 48,4425 SHARON RD,Charlotte,NC,,STEAK,,coffee_shop,,coffee_shop,0
"STEAK N HOAGIE SHOP, THE",3401 SOUTH BV,Charlotte,NC,,STEAK N HOAGIE SHOP,,coffee_shop,,coffee_shop,0
STEAK N HOAGIE,903 EASTWAY DR,Charlotte,NC,,STEAK N HOAGIE,,coffee_shop,,coffee_shop,0
STEAK N SHAKE #617,1926 SARDIS RD N,Charlotte,NC,,STEAK N SHAKE,,coffee_shop,,coffee_shop,0
STEAMERS SPORTS PUB,1513 PIERSON DR,Charlotte,NC,,STEAMERS SPORTS PUB,,coffee_shop,,coffee_shop,0
STEELE CREEK CAFE,2420 WESTINGHOUSE BV,Charlotte,NC,,STEELE CREEK CAFE,,coffee_shop,,coffee_shop,0
STELLA NOVA BAR,3920 SHARON RD,Charlotte,NC,,STELLA NOVA BAR,,bar,,bar,0
STIR,1422 S TRYON ST,Charlotte,NC,,STIR,,other,bbq,bbq,0
STK STEAKHOUSE,201 S COLLEGE ST,Charlotte,NC,,STK STEAKHOUSE,,coffee_shop,,coffee_shop,0
STOCKYARD RESTAURANT,4925 ROZZELLES FERRY RD,Charlotte,NC,,STOCKYARD RESTAURANT,,full_service,,full_service,0
STOKE RESTAURANT AND BAR,100 W TRADE ST,Charlotte,NC,,STOKE RESTAURANT AND BAR,,bar,,bar,0
STONERS PIZZA JOINT,210 E TRADE ST,Charlotte,NC,,STONERS PIZZA JOINT,,pizza,,pizza,0
STOOGES PUB & GRUB,13230 ALBEMARLE RD,Charlotte,NC,,STOOGES PUB & GRUB,,bar,,bar,0
SUAREZ BAKERY & BARRA AT OPTIMIST,1115 N BREVARD ST,Charlotte,NC,,SUAREZ BAKERY & BARRA AT OPTIMIST,,bar,,bar,0
SUB-ONE,516 N GRAHAM ST,Charlotte,NC,,SUB-ONE,,fast_food_sandwich,,fast_food_sandwich,0
SUBWAY # 10350,3716 W W T HARRIS BV,Charlotte,NC,,SUBWAY,SUBWAY,fast_food_sandwich,,fast_food_sandwich,1
SUBWAY # 1607,2504 LITTLE ROCK RD,Charlotte,NC,,SUBWAY,SUBWAY,fast_food_sandwich,,fast_food_sandwich,1
SUBWAY # 58549,9115 SAMLEN LN,Charlotte,NC,,SUBWAY,SUBWAY,fast_food_sandwich,,fast_food_sandwich,1
SUBWAY #1147,335 S KINGS DR,Charlotte,NC,,SUBWAY,SUBWAY,fast_food_sandwich,,fast_food_sandwich,1
SUBWAY #11973,301 S TRYON ST,Charlotte,NC,,SUBWAY,SUBWAY,fast_food_sandwich,,fast_food_sandwich,1
SUBWAY #16097,9044 LAWYERS RD,Charlotte,NC,,SUBWAY,SUBWAY,fast_food_sandwich,,fast_food_sandwich,1
SUBWAY #1692,410 WESTINGHOUSE BV,Charlotte,NC,,SUBWAY,SUBWAY,fast_food_sandwich,,fast_food_sandwich,1
SUBWAY #2033,3039 SOUTH BV,Charlotte,NC,,SUBWAY,SUBWAY,fast_food_sandwich,,fast_food_sandwich,1
SUBWAY #275,3807 STATESVILLE AV,Charlotte,NC,,SUBWAY,SUBWAY,fast_food_sandwich,,fast_food_sandwich,1
SUBWAY #30534,624 TYVOLA RD,Charlotte,NC,,SUBWAY,SUBWAY,fast_food_sandwich,,fast_food_sandwich,1
SUBWAY #33826,13855 CONLAN CR,Charlotte,NC,,SUBWAY,SUBWAY,fast_food_sandwich,,fast_food_sandwich,1
SUBWAY #34672,4023 BROOKSHIRE BV,Charlotte,NC,,SUBWAY,SUBWAY,fast_food_sandwich,,fast_food_sandwich,1
SUBWAY #35127,3240 WILKINSON BV,Charlotte,NC,,SUBWAY,SUBWAY,fast_food_sandwich,,fast_food_sandwich,1
SUBWAY #36323,8180 S TRYON ST,Charlotte,NC,,SUBWAY,SUBWAY,fast_food_sandwich,,fast_food_sandwich,1
SUBWAY #39742,718 W TRADE ST,Charlotte,NC,,SUBWAY,SUBWAY,fast_food_sandwich,,fast_food_sandwich,1
SUBWAY #40889,3850 E INDEPENDENCE BV,Charlotte,NC,,SUBWAY,SUBWAY,fast_food_sandwich,,fast_food_sandwich,1
SUBWAY #4214,3211 EASTWAY DR,Charlotte,NC,,SUBWAY,SUBWAY,fast_food_sandwich,,fast_food_sandwich,1
SUBWAY #46999,7427 MATTHEWS-MINT HILL RD,Charlotte,NC,,SUBWAY,SUBWAY,fast_food_sandwich,,fast_food_sandwich,1
SUBWAY #55443,11145 BRYTON TOWN CENTER DR,Charlotte,NC,,SUBWAY,SUBWAY,fast_food_sandwich,,fast_food_sandwich,1
SUBWAY #58701,10110 NORTHCROSS CENTER CT,Charlotte,NC,,SUBWAY,SUBWAY,fast_food_sandwich,,fast_food_sandwich,1
SUBWAY 3719,20430 WEST CATAWBA AV,Charlotte,NC,,SUBWAY,SUBWAY,fast_food_sandwich,,fast_food_sandwich,1
SUFFOLK PUNCH,2911 GRIFFITH ST,Charlotte,NC,,SUFFOLK PUNCH,,other,other,other,0
SUFFOLK PUNCH,4400 SHARON RD,Charlotte,NC,,SUFFOLK PUNCH,,other,other,other,0
SUGAR CREEK BREWING COMPANY,215 SOUTHSIDE DR,Charlotte,NC,,SUGAR CREEK BREWING COMPANY,,other,bar,bar,0
SUGAR HANDMADE GOURMET DONUTS,11914 ELM LN,Charlotte,NC,,SUGAR HANDMADE GOURMET DONUTS,,other,bakery_cafe,bakery_cafe,0
SULLIVAN'S STEAKHOUSE,1928 SOUTH BV,Charlotte,NC,,SULLIVAN S STEAKHOUSE,,coffee_shop,,coffee_shop,0
SULLYS STEAMERS DAVIDSON,721 JETTON ST,Charlotte,NC,,SULLYS STEAMERS DAVIDSON,,coffee_shop,,coffee_shop,0
SUMAQ COFFEE,6259 SOUTH BV,Charlotte,NC,,SUMAQ COFFEE,,coffee_shop,,coffee_shop,0
SUMMER HOUSE,5501 JOSH BIRMINGHAM PY,Charlotte,NC,,SUMMER HOUSE,,other,other,other,0
SUMMIT COFFEE BIRKDALE,16639 BIRKDALE COMMONS PY,Charlotte,NC,,SUMMIT COFFEE BIRKDALE,,coffee_shop,,coffee_shop,0
SUMMIT COFFEE CO,120 PATTERSON COURT CR,Charlotte,NC,,SUMMIT COFFEE,,coffee_shop,,coffee_shop,0
SUMMIT COFFEE EASTOVER,343 PROVIDENCE RD,Charlotte,NC,,SUMMIT COFFEE EASTOVER,,coffee_shop,,coffee_shop,0
SUMMIT COFFEE HIGHLAND CREEK,4701 GOOSE CREEK DR,Charlotte,NC,,SUMMIT COFFEE HIGHLAND CREEK,,coffee_shop,,coffee_shop,0
"SUMMIT COFFEE NODA, LLC",416 E 36TH ST,Charlotte,NC,,SUMMIT COFFEE NODA,,coffee_shop,,coffee_shop,0
SUMMIT COFFEE OF BALLANTYNE,13743 CONLAN CR,Charlotte,NC,,SUMMIT COFFEE OF BALLANTYNE,,coffee_shop,,coffee_shop,0
SUMMIT COFFEE SOUTHPARK,4625 PIEDMONT ROW DR,Charlotte,NC,,SUMMIT COFFEE SOUTHPARK,,coffee_shop,,coffee_shop,0
SUMMIT COFFEE,128 S MAIN ST,Charlotte,NC,,SUMMIT COFFEE,,coffee_shop,,coffee_shop,0
SUNFLOUR BAKING COMPANY BALLANTYNE,14021 CONLAN CR,Charlotte,NC,,SUNFLOUR BAKING COMPANY BALLANTYNE,,other,bakery_cafe,bakery_cafe,0
SUNFLOUR BAKING COMPANY NODA,515 JORDAN PL,Charlotte,NC,,SUNFLOUR BAKING COMPANY NODA,,other,bakery_cafe,bakery_cafe,0
SUNFLOUR BAKING COMPANY,2001 E 7TH ST,Charlotte,NC,,SUNFLOUR BAKING COMPANY,,other,bakery_cafe,bakery_cafe,0
SUNFLOUR BAKING COMPANY,220 EAST BV,Charlotte,NC,,SUNFLOUR BAKING COMPANY,,other,bakery_cafe,bakery_cafe,0
SUNFLOWER RESTAURANT,5400 STATESVILLE RD,Charlotte,NC,,SUNFLOWER RESTAURANT,,full_service,,full_service,0
SUNRISE RESTAURANT,8923 ALBEMARLE RD,Charlotte,NC,,SUNRISE RESTAURANT,,full_service,,full_service,0
SUNS KITCHEN,3216 SOUTH BV,Charlotte,NC,,SUNS KITCHEN,,full_service,,full_service,0
SUNSET HILLS GOLF,800 RADIO RD,Charlotte,NC,,SUNSET HILLS GOLF,,other,other,other,0
SUNSET SOULFOOD,5009 BEATTIES FORD RD,Charlotte,NC,,SUNSET SOULFOOD,,other,fast_food_burger,fast_food_burger,0
SUPER MERCADO EL REY,6300 SOUTH BV,Charlotte,NC,,SUPER MERCADO EL REY,,other,grocery_deli,grocery_deli,0
SUPERCHIX,7828 REA RD,Charlotte,NC,,SUPERCHIX,,other,fast_food_chicken,fast_food_chicken,0
SUPERICA STAWBERRY  HILL,4223 PROVIDENCE RD,Charlotte,NC,,SUPERICA STAWBERRY HILL,,other,fast_food_burger,fast_food_burger,0
SUPERICA,101 W WORTHINGTON AV,Charlotte,NC,,SUPERICA,,other,fast_food_burger,fast_food_burger,0
SUPERMECADITO EL SALVADOR DELI & PANADERIA,4729 CENTRAL AV,Charlotte,NC,,SUPERMECADITO EL SALVADOR DELI & PANADERIA,,fast_food_sandwich,,fast_food_sandwich,0
SUPERMERCADO EL MARIACHI RESTAURANT/MARKET,6301 N TRYON ST,Charlotte,NC,,SUPERMERCADO EL MARIACHI RESTAURANT/MARKET,,grocery_deli,,grocery_deli,0
SUPPERCLUB SOUTHEND,3521 DEWITT LN,Charlotte,NC,,SUPPERCLUB SOUTHEND,,other,full_service,full_service,0
SUPPERLAND,1212 THE PLAZA,Charlotte,NC,,SUPPERLAND,,other,fast_food_burger,fast_food_burger,0
SUSHI 101 NOODLE BAR,5355 BALLANTYNE COMMONS PY,Charlotte,NC,,SUSHI NOODLE BAR,,bar,,bar,0
SUSHI 101,1730 E WOODLAWN RD,Charlotte,NC,,SUSHI,,asian_japanese,,asian_japanese,0
SUSHI BOWL +,1412 EAST BV,Charlotte,NC,,SUSHI BOWL,,asian_japanese,,asian_japanese,0
SUSHI HANA,1515 S TRYON ST,Charlotte,NC,,SUSHI HANA,,asian_japanese,,asian_japanese,0
SUSHI HANA,15719 BRIXHAM HILL AV,Charlotte,NC,,SUSHI HANA,,asian_japanese,,asian_japanese,0
SUSHI QUEEN SUSHI AND GRILL,11524 N TRYON ST,Charlotte,NC,,SUSHI QUEEN SUSHI AND GRILL,,asian_japanese,,asian_japanese,0
SUSHI STAR ASIAN CAFE,9905 ROSE COMMONS DR,Charlotte,NC,,SUSHI STAR ASIAN CAFE,,coffee_shop,,coffee_shop,0
SUSHIYA JAPAN,8200 PROVIDENCE RD,Charlotte,NC,,SUSHIYA JAPAN,,asian_japanese,,asian_japanese,0
SWEET DREAMS HAVANA,11126 S TRYON ST,Charlotte,NC,,SWEET DREAMS HAVANA,,other,bar,bar,0
SWEET LEWS BBQ,923 BELMONT AV,Charlotte,NC,,SWEET LEWS BBQ,,bbq,,bbq,0
SWEET MAGIC,15025 LANCASTER HY,Charlotte,NC,,SWEET MAGIC,,other,bakery_cafe,bakery_cafe,0
SWEET PEAS SPECIALTY FOOD STORE,10707 PARK RD,Charlotte,NC,,SWEET PEAS SPECIALTY FOOD STORE,,other,grocery_deli,grocery_deli,0
SWEETGREEN,101 N TRYON ST,Charlotte,NC,,SWEETGREEN,,other,coffee_shop,coffee_shop,0
SYMPHONY PARK,12221 SAM FURR RD,Charlotte,NC,,SYMPHONY PARK,,asian_other,,asian_other,0
TABLA INDIAN RESTAURANT,15025 LANCASTER HY,Charlotte,NC,,TABLA INDIAN RESTAURANT,,asian_other,,asian_other,0
TACO BELL # 005500,1910 SARDIS RD N,Charlotte,NC,,TACO BELL,TACO BELL,fast_food_mexican,,fast_food_mexican,1
TACO BELL # 039118,10800 WOODLAND BEAVER RD,Charlotte,NC,,TACO BELL,TACO BELL,fast_food_mexican,,fast_food_mexican,1
TACO BELL #029867,13121 S TRYON ST,Charlotte,NC,,TACO BELL,TACO BELL,fast_food_mexican,,fast_food_mexican,1
TACO BELL #032747,3612 N SHARON AMITY RD,Charlotte,NC,,TACO BELL,TACO BELL,fast_food_mexican,,fast_food_mexican,1
TACO BELL #22835,8425 DAVIS LAKE PY,Charlotte,NC,,TACO BELL,TACO BELL,fast_food_mexican,,fast_food_mexican,1
TACO BELL #27434,9015 S TRYON ST,Charlotte,NC,,TACO BELL,TACO BELL,fast_food_mexican,,fast_food_mexican,1
TACO BELL #27667,14300 STATESVILLE RD,Charlotte,NC,,TACO BELL,TACO BELL,fast_food_mexican,,fast_food_mexican,1
TACO BELL #2863,1800 E WOODLAWN RD,Charlotte,NC,,TACO BELL,TACO BELL,fast_food_mexican,,fast_food_mexican,1
TACO BELL #32049,3923 CORNING PL,Charlotte,NC,,TACO BELL,TACO BELL,fast_food_mexican,,fast_food_mexican,1
TACO BELL #37814,4601 N TRYON ST,Charlotte,NC,,TACO BELL,TACO BELL,fast_food_mexican,,fast_food_mexican,1
TACO BELL #41092,8661 J W CLAY BV,Charlotte,NC,,TACO BELL,TACO BELL,fast_food_mexican,,fast_food_mexican,1
TACO BELL #41093,8812 ALBEMARLE RD,Charlotte,NC,,TACO BELL,TACO BELL,fast_food_mexican,,fast_food_mexican,1
TACO BELL #4457,5110 SUNSET RD,Charlotte,NC,,TACO BELL,TACO BELL,fast_food_mexican,,fast_food_mexican,1
TACO BELL #5349,20329 WEST CATAWBA AV,Charlotte,NC,,TACO BELL,TACO BELL,fast_food_mexican,,fast_food_mexican,1
TACO BELL #5671,2405 SOUTH BV,Charlotte,NC,,TACO BELL,TACO BELL,fast_food_mexican,,fast_food_mexican,1
TACO BELL #9556,3117 FREEDOM DR,Charlotte,NC,,TACO BELL,TACO BELL,fast_food_mexican,,fast_food_mexican,1
TACO BELL 4795,10917 CAROLINA PLACE PY,Charlotte,NC,,TACO BELL,TACO BELL,fast_food_mexican,,fast_food_mexican,1
TACO BELL ARBORETUM,8000 PROVIDENCE RD,Charlotte,NC,,TACO BELL ARBORETUM,TACO BELL,fast_food_mexican,,fast_food_mexican,1
TACO BOY LOSO,3700 SOUTH BV,Charlotte,NC,,TACO BOY LOSO,,other,fast_food_mexican,fast_food_mexican,0
TACO MAMA DILWORTH,2452 PARK RD,Charlotte,NC,,TACO MAMA DILWORTH,,other,fast_food_mexican,fast_food_mexican,0
TACOS & MAS,2908 OAK LAKE BV,Charlotte,NC,,TACOS & MAS,,mexican,,mexican,0
TACOS 4 LIFE BEREWICK,4923 TROJAN DR,Charlotte,NC,,TACOS LIFE BEREWICK,,mexican,,mexican,0
TACOS 4 LIFE,3351 PINEVILLE-MATTHEWS RD,Charlotte,NC,,TACOS LIFE,,mexican,,mexican,0
TACOS AND TORTILLA FACTORY,9548 MT HOLLY-HUNTERSVILLE RD,Charlotte,NC,,TACOS AND TORTILLA FACTORY,,mexican,,mexican,0
TACOS BAR INC,6406 OLD PINEVILLE RD,Charlotte,NC,,TACOS BAR,,bar,,bar,0
TACOS EL NEVADO #2,4640 SOUTH BV,Charlotte,NC,,TACOS EL NEVADO,,mexican,,mexican,0
TACOS EL NEVADO,4715 CENTRAL AV,Charlotte,NC,,TACOS EL NEVADO,,mexican,,mexican,0
TACOS EL REGIO,8829 E W T HARRIS BV,Charlotte,NC,,TACOS EL REGIO,,mexican,,mexican,0
TAIPEI EXPRESS,731 PROVIDENCE RD,Charlotte,NC,,TAIPEI EXPRESS,,other,fast_food_chicken,fast_food_chicken,0
TAIPEI SOUTH,10106 JOHNSTON RD,Charlotte,NC,,TAIPEI SOUTH,,other,institutional,institutional,0
TAP & VINE QUAIL HOLLOW,8410 PARK RD,Charlotte,NC,,TAP & VINE QUAIL HOLLOW,,other,other,other,0
TAP AND VINE,7828 REA RD,Charlotte,NC,,TAP AND VINE,,other,other,other,0
"TAPROOM, THE",5501 JOSH BIRMINGHAM PY,Charlotte,NC,,TAPROOM,,other,bar,bar,0
TAQUERIA EXPRESS GRILL,6927 ALBEMARLE RD,Charlotte,NC,,TAQUERIA EXPRESS GRILL,,mexican,,mexican,0
TAQUERIA GAVIOTA LATINA,3112 THE PLAZA,Charlotte,NC,,TAQUERIA GAVIOTA LATINA,,mexican,,mexican,0
TAQUERIA LOS ALTOS,8625 MONROE RD,Charlotte,NC,,TAQUERIA LOS ALTOS,,mexican,,mexican,0
TARGET #2090 STARBUCKS,9870 REA RD,Charlotte,NC,,TARGET STARBUCKS,STARBUCKS,coffee_shop,,coffee_shop,1
TARGET #2132 FOOD AVENUE,12830 WALKER BRANCH DR,Charlotte,NC,,TARGET FOOD AVENUE,,other,grocery_deli,grocery_deli,0
TARGET #762,9531 SOUTH BV,Charlotte,NC,,TARGET,,other,grocery_deli,grocery_deli,0
TARGET #918 STARBUCKS,1900 MATTHEWS TOWNSHIP PY,Charlotte,NC,,TARGET STARBUCKS,STARBUCKS,coffee_shop,,coffee_shop,1
TARGET #T-0966 FOOD AVENUE,9801 SAM FURR RD,Charlotte,NC,,TARGET T- FOOD AVENUE,,other,grocery_deli,grocery_deli,0
TARGET #T-2244 STARBUCKS/PIZZA HUT,900 METROPOLITAN AV,Charlotte,NC,,TARGET T- STARBUCKS/PIZZA HUT,PIZZA HUT,fast_food_pizza,,fast_food_pizza,1
TASTE OF BUFFALO PIZZERIA,9610 SHERRILL ESTATES RD,Charlotte,NC,,TASTE OF BUFFALO PIZZERIA,,pizza,,pizza,0
"TASTY BOWL, THE",2900 WESTINGHOUSE BV,Charlotte,NC,,TASTY BOWL,,other,fast_food_chicken,fast_food_chicken,0
TATSIS RESTAURANT,2328 N GRAHAM ST,Charlotte,NC,,TATSIS RESTAURANT,,full_service,,full_service,0
TATTOOZ AND BOOZ,505 E 6TH ST,Charlotte,NC,,TATTOOZ AND BOOZ,,other,bar,bar,0
TAVERN 51,8700 PINEVILLE-MATTHEWS RD,Charlotte,NC,,TAVERN,,bar,,bar,0
TAVERN ON THE TRACKS,1411 S TRYON ST,Charlotte,NC,,TAVERN ON THE TRACKS,,bar,,bar,0
TAXCO MEXICAN GRILL,9719 SAM FURR RD,Charlotte,NC,,TAXCO MEXICAN GRILL,,mexican,,mexican,0
TAXCO MEXICAN RESTAURANT,7106 BRIGHTON PARK DR,Charlotte,NC,,TAXCO MEXICAN RESTAURANT,,mexican,,mexican,0
TAZIKIS MEDITERRANEAN CAFE,7107 WAVERLY WALK AV,Charlotte,NC,,TAZIKIS MEDITERRANEAN CAFE,,coffee_shop,,coffee_shop,0
TEA FUSION CAFE,440 E MCCULLOUGH DR,Charlotte,NC,,TEA FUSION CAFE,,coffee_shop,,coffee_shop,0
TEAL TURNIP/TAYSTE CATERING,1640 OAKHURST COMMONS DR,Charlotte,NC,,TEAL TURNIP/TAYSTE CATERING,,coffee_shop,,coffee_shop,0
TEALICIOUS BANH MI AND BOBA,850 CHANCELLOR PARK DR,Charlotte,NC,,TEALICIOUS BANH MI AND BOBA,,coffee_shop,,coffee_shop,0
TEDS  RESTAURANT,8625 MONROE RD,Charlotte,NC,,TEDS RESTAURANT,,full_service,,full_service,0
TEDS MONTANA GRILL,7404 WAVERLY WALK AV,Charlotte,NC,,TEDS MONTANA GRILL,,full_service,,full_service,0
TEN SECONDS,3429 TORINGDON WY,Charlotte,NC,,TEN SECONDS,,other,other,other,0
TEN58 SPORTS BAR AND LOUNGE,430 W 4TH ST,Charlotte,NC,,TEN58 SPORTS BAR AND LOUNGE,,sports_bar,,sports_bar,0
TENDERS,18341 STATESVILLE RD,Charlotte,NC,,TENDERS,,other,fast_food_chicken,fast_food_chicken,0
TEQUILAS TACOS AND BAR,8650 UNIVERSITY CITY BV,Charlotte,NC,,TEQUILAS TACOS AND BAR,,bar,,bar,0
TEQUILERIA,5501 JOSH BIRMINGHAM PY,Charlotte,NC,,TEQUILERIA,,other,mexican,mexican,0
TERIYAKI EXPRESS II,6434 W SUGAR CREEK RD,Charlotte,NC,,TERIYAKI EXPRESS II,,other,other,other,0
TERIYAKI EXPRESS,7008 E W T HARRIS BV,Charlotte,NC,,TERIYAKI EXPRESS,,other,other,other,0
