premises_name,premise_address_1,premise_city,premise_state,premise_zip,clean_name,chain_name,business_type,business_type_manual,ollama_category,ollama_confidence,ollama_reason,ollama_raw
REID'S FINE FOODS,135 LEVINE AV,Charlotte,NC,,REID S FINE FOODS,,other,,grocery_deli,1.0,Establishment name suggests grocery/deli type,"{""category"":""grocery_deli"",""confidence"":1.0,""reason"":""Establishment name suggests grocery/deli type""}"
REID'S FINE FOODS,2823  SELWYN AV,Charlotte,NC,,REID S FINE FOODS,,other,,grocery_deli,0.9,Establishment name suggests grocery/deli focus,"{""category"":""grocery_deli"",""confidence"":0.9,""reason"":""Establishment name suggests grocery/deli focus""}"
REID'S FINE FOODS,4331 BARCLAY DOWNS DR,Charlotte,NC,,REID S FINE FOODS,,other,,grocery_deli,0.9,Establishment name suggests grocery/deli focus,"{""category"":""grocery_deli"",""confidence"":0.9,""reason"":""Establishment name suggests grocery/deli focus""}"
RENAISSANCE CHARLOTTE SOUTHPARK,5501 CARNEGIE BV,Charlotte,NC,,RENAISSANCE CHARLOTTE SOUTHPARK,,other,,institutional,0.9,Hotel,"{""category"":""institutional"",""confidence"":0.9,""reason"":""Hotel""}"
RENAISSANCE PATISSERIE,6401 CARNEGIE BV,Charlotte,NC,,RENAISSANCE PATISSERIE,,other,,bakery_cafe,0.9,Patisserie indicates bakery and dessert focus,"{""category"":""bakery_cafe"",""confidence"":0.9,""reason"":""Patisserie indicates bakery and dessert focus""}"
RESIDENCE INN,220 E TRADE ST,Charlotte,NC,,RESIDENCE INN,,other,,institutional,1.0,Hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""Hotel""}"
RESIDENCE INN,404 S MINT ST,Charlotte,NC,,RESIDENCE INN,,other,,institutional,1.0,Hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""Hotel""}"
RESIDENCE INN,5115 PIPER STATION DR,Charlotte,NC,,RESIDENCE INN,,other,,institutional,1.0,Hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""Hotel""}"
RESIDENCE INN BY MARRIOTT STEELE CREEK,5110 TROJAN DR,Charlotte,NC,,RESIDENCE INN BY MARRIOTT STEELE CREEK,,other,,institutional,1.0,Hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""Hotel""}"
RESIDENCE INN CHARLOTTE SOUTHPARK,6030 PIEDMONT ROW DR S,Charlotte,NC,,RESIDENCE INN CHARLOTTE SOUTHPARK,,other,,institutional,1.0,hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""hotel""}"
RESIDENCE INN/FAIRFIELD INN+SUITES CHARLOTTE,2220 W TYVOLA RD,Charlotte,NC,,RESIDENCE INN/FAIRFIELD INN SUITES CHARLOTTE,,other,,institutional,1.0,Hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""Hotel""}"
RICEBLOSSOM,8418 PARK RD,Charlotte,NC,,RICEBLOSSOM,,other,,asian_other,0.5,Rice Blossom is a Chinese restaurant,"{""category"":""asian_other"",""confidence"":0.5,""reason"":""Rice Blossom is a Chinese restaurant""}"
RICOS ACAI BLAKENEY,8440 REA RD,Charlotte,NC,,RICOS ACAI BLAKENEY,,other,,other,1.0,No clear indication of food establishment type,"{""category"":""other"",""confidence"":1.0,""reason"":""No clear indication of food establishment type""}"
RICOS ACAI DAVIDSON,20823 N MAIN ST,Charlotte,NC,,RICOS ACAI DAVIDSON,,other,,fast_food_mexican,0.8,Mexican food establishment,"{""category"":""fast_food_mexican"",""confidence"":0.8,""reason"":""Mexican food establishment""}"
RIO ULTRA LOUNGE,7030 SMITH CORNERS BV,Charlotte,NC,,RIO ULTRA LOUNGE,,other,,bar,1.0,establishment name and location suggest a bar or lounge,"{""category"":""bar"",""confidence"":1.0,""reason"":""establishment name and location suggest a bar or lounge""}"
RITZ CARLTON CHARLOTTE/THE FIFTH FORK,201 E TRADE ST,Charlotte,NC,,RITZ CARLTON CHARLOTTE/THE FIFTH FORK,,other,,full_service,1.0,Luxury hotel,"{""category"":""full_service"",""confidence"":1.0,""reason"":""Luxury hotel""}"
RIVER RUN CC WILDCAT,19125 RIVER FALLS DR,Charlotte,NC,,RIVER RUN CC WILDCAT,,other,,institutional,1.0,school,"{""category"":""institutional"",""confidence"":1.0,""reason"":""school""}"
ROASTING COMPANY,1601 MONTFORD DR,Charlotte,NC,,ROASTING COMPANY,,other,,bbq,0.9,ROASTING COMPANY indicates BBQ,"{""category"":""bbq"",""confidence"":0.9,""reason"":""ROASTING COMPANY indicates BBQ""}"
ROOM SERVICE,701 KESWICK AV,Charlotte,NC,,ROOM SERVICE,,other,,institutional,1.0,hotel / school / hospital / venue,"{""category"":""institutional"",""confidence"":1.0,""reason"":""hotel / school / hospital / venue""}"
ROYAL AFRICAN CUISINE,3052 EASTWAY DR,Charlotte,NC,,ROYAL AFRICAN CUISINE,,other,,mexican,0.5,"African cuisine is often associated with Mexican or Latin American food, and the name suggests a connection to African culture.","{""category"":""mexican"",""confidence"":0.5,""reason"":""African cuisine is often associated with Mexican or Latin American food, and the name suggests a connection to African culture.""}"
ROYAL BIRYANI,9624 MONROE RD,Charlotte,NC,,ROYAL BIRYANI,,other,,asian_other,0.8,"Biryani is a popular South Asian dish, but the restaurant may not fit into a specific category like Indian or Pakistani.","{""category"":""asian_other"",""confidence"":0.8,""reason"":""Biryani is a popular South Asian dish, but the restaurant may not fit into a specific category like Indian or Pakistani.""}"
RUBY SUNSHINE,12330 JOHNSTON RD,Charlotte,NC,,RUBY SUNSHINE,,other,,other,0.8,"No clear indication of food type, may be a restaurant or cafe","{""category"":""other"",""confidence"":0.8,""reason"":""No clear indication of food type, may be a restaurant or cafe""}"
RUBY SUNSHINE,332 W BLAND ST,Charlotte,NC,,RUBY SUNSHINE,,other,,other,0.0,short reason,"{""category"":""other"",""confidence"":0.0,""reason"":""short reason""}"
RUBY TUESDAY,8905 RED OAK BV,Charlotte,NC,,RUBY TUESDAY,,other,,fast_food_burger,1.0,Ruby Tuesday is a casual dining restaurant chain known for its burgers and American comfort food.,"{""category"":""fast_food_burger"",""confidence"":1.0,""reason"":""Ruby Tuesday is a casual dining restaurant chain known for its burgers and American comfort food.""}"
RUNAWAY STREETCAR,2135 THRIFT RD,Charlotte,NC,,RUNAWAY STREETCAR,,other,,other,0.9,"Streetcar is a mode of transportation, not a food establishment","{""category"":""other"",""confidence"":0.9,""reason"":""Streetcar is a mode of transportation, not a food establishment""}"
RUSTY BUCKET,4810 ASHLEY PARK LN,Charlotte,NC,,RUSTY BUCKET,,other,,other,1.0,No clear indication of food type,"{""category"":""other"",""confidence"":1.0,""reason"":""No clear indication of food type""}"
SAFE HARBOR PENINSULA YACHT CLUB,18501 HARBOR LIGHT BV,Charlotte,NC,,SAFE HARBOR PENINSULA YACHT CLUB,,other,,institutional,1.0,venue,"{""category"":""institutional"",""confidence"":1.0,""reason"":""venue""}"
SAIGON PALACE,5215 SOUTH BV,Charlotte,NC,,SAIGON PALACE,,other,,asian_other,0.8,Vietnamese restaurant,"{""category"":""asian_other"",""confidence"":0.8,""reason"":""Vietnamese restaurant""}"
SALADWORKS,9911 ROSE COMMONS DR,Charlotte,NC,,SALADWORKS,,other,,fast_food_sandwich,0.8,"Typically a sandwich-focused establishment, despite the name suggesting salad.","{""category"":""fast_food_sandwich"",""confidence"":0.8,""reason"":""Typically a sandwich-focused establishment, despite the name suggesting salad.""}"
SALATA LOSO #138,3700 SOUTH BV,Charlotte,NC,,SALATA LOSO,,other,,fast_food_mexican,1.0,Mexican food establishment,"{""category"":""fast_food_mexican"",""confidence"":1.0,""reason"":""Mexican food establishment""}"
SALATA SOUTHPARK,4425 SHARON RD,Charlotte,NC,,SALATA SOUTHPARK,,other,,fast_food_mexican,0.8,Mexican food establishment,"{""category"":""fast_food_mexican"",""confidence"":0.8,""reason"":""Mexican food establishment""}"
SALATA UPTOWN,601 S TRYON ST,Charlotte,NC,,SALATA UPTOWN,,other,,fast_food_mexican,0.8,Mexican food chain,"{""category"":""fast_food_mexican"",""confidence"":0.8,""reason"":""Mexican food chain""}"
SALSARITAS FRESH CANTINA,8400 PARK RD,Charlotte,NC,,SALSARITAS FRESH CANTINA,,other,,fast_food_mexican,1.0,Mexican food establishment,"{""category"":""fast_food_mexican"",""confidence"":1.0,""reason"":""Mexican food establishment""}"
SALSARITAS FRESH CANTINA #115,9941 REA RD,Charlotte,NC,,SALSARITAS FRESH CANTINA,,other,,fast_food_mexican,0.9,Mexican food establishment,"{""category"":""fast_food_mexican"",""confidence"":0.9,""reason"":""Mexican food establishment""}"
SALSA`S,2015 AYRSLEY TOWN BV,Charlotte,NC,,SALSA S,,other,,fast_food_mexican,0.8,Mexican food establishment,"{""category"":""fast_food_mexican"",""confidence"":0.8,""reason"":""Mexican food establishment""}"
SALTED MELON SOUTH END,100 W WORTHINGTON AV,Charlotte,NC,,SALTED MELON SOUTH END,,other,,other,0.9,salad and fruit focused establishment,"{""category"":""other"",""confidence"":0.9,""reason"":""salad and fruit focused establishment""}"
SALUD BEER SHOP,3306 N DAVIDSON ST,Charlotte,NC,,SALUD BEER SHOP,,other,,bar,1.0,beer shop,"{""category"":""bar"",""confidence"":1.0,""reason"":""beer shop""}"
SAMOHA AFRICAN CUISINE,602 W SUGAR CREEK RD,Charlotte,NC,,SAMOHA AFRICAN CUISINE,,other,,mexican,0.0,short reason,"{""category"":""mexican"",""confidence"":0.0,""reason"":""short reason""}"
SAMS CLUB #8219,1801 WINDSOR SQUARE DR,Charlotte,NC,,SAMS CLUB,,other,,grocery_deli,0.8,SAMS CLUB is a membership-based warehouse club that offers a wide range of groceries and general merchandise.,"{""category"":""grocery_deli"",""confidence"":0.8,""reason"":""SAMS CLUB is a membership-based warehouse club that offers a wide range of groceries and general merchandise.""}"
SANTE,165 N TRADE ST,Charlotte,NC,,SANTE,,other,,fast_food_burger,1.0,Typical fast food burger joint,"{""category"":""fast_food_burger"",""confidence"":1.0,""reason"":""Typical fast food burger joint""}"
SARANGI,9211 N TRYON ST,Charlotte,NC,,SARANGI,,other,,other,0.0,short reason,"{""category"":""other"",""confidence"":0.0,""reason"":""short reason""}"
SARDIS OAKS,5151 SARDIS RD,Charlotte,NC,,SARDIS OAKS,,other,,other,0.8,No clear indication of food establishment type,"{""category"":""other"",""confidence"":0.8,""reason"":""No clear indication of food establishment type""}"
SAVI PROVISIONS,2151 HAWKINS ST,Charlotte,NC,,SAVI PROVISIONS,,other,,grocery_deli,0.9,SAVI PROVISIONS is a grocery store/deli,"{""category"":""grocery_deli"",""confidence"":0.9,""reason"":""SAVI PROVISIONS is a grocery store/deli""}"
SAVORY MOMENTS,12125 STATESVILLE RD,Charlotte,NC,,SAVORY MOMENTS,,other,,other,0.8,"No clear indication of food type, may be a restaurant or cafe","{""category"":""other"",""confidence"":0.8,""reason"":""No clear indication of food type, may be a restaurant or cafe""}"
SEA HUT,2812 W SUGAR CREEK RD,Charlotte,NC,,SEA HUT,,other,,seafood,1.0,establishment name indicates seafood focus,"{""category"":""seafood"",""confidence"":1.0,""reason"":""establishment name indicates seafood focus""}"
SEA LEVEL NC,129 E 5TH ST,Charlotte,NC,,SEA LEVEL NC,,other,,seafood,1.0,establishment name suggests seafood focus,"{""category"":""seafood"",""confidence"":1.0,""reason"":""establishment name suggests seafood focus""}"
SEABOARD SOUTHEND,3232 SOUTH BV,Charlotte,NC,,SEABOARD SOUTHEND,,other,,seafood,0.8,establishment name suggests seafood focus,"{""category"":""seafood"",""confidence"":0.8,""reason"":""establishment name suggests seafood focus""}"
SEN MEE NOODLE HOUSE,3718 CENTRAL AV,Charlotte,NC,,SEN MEE NOODLE HOUSE,,other,,asian_chinese,1.0,Typical Chinese restaurant name and cuisine,"{""category"":""asian_chinese"",""confidence"":1.0,""reason"":""Typical Chinese restaurant name and cuisine""}"
SEOUL FOOD MEAT COMPANY,1400 S CHURCH ST,Charlotte,NC,,SEOUL FOOD MEAT COMPANY,,other,,asian_other,0.9,Korean-inspired meat company,"{""category"":""asian_other"",""confidence"":0.9,""reason"":""Korean-inspired meat company""}"
SEOUL FOOD MEAT COMPANY MILL DISTRICT,421 E 26TH ST,Charlotte,NC,,SEOUL FOOD MEAT COMPANY MILL DISTRICT,,other,,asian_other,0.8,Meat company with Korean-inspired name in a district known for Asian cuisine,"{""category"":""asian_other"",""confidence"":0.8,""reason"":""Meat company with Korean-inspired name in a district known for Asian cuisine""}"
SHAD'S LANDING,9131 BENFIELD RD,Charlotte,NC,,SHAD S LANDING,,other,,other,0.0,short reason,"{""category"":""other"",""confidence"":0.0,""reason"":""short reason""}"
SHAKE SHACK,1605 E WOODLAWN RD,Charlotte,NC,,SHAKE SHACK,,other,,fast_food_burger,0.8,Shake Shack is a fast-food burger chain,"{""category"":""fast_food_burger"",""confidence"":0.8,""reason"":""Shake Shack is a fast-food burger chain""}"
SHAKE SHACK #1250,9824 REA RD,Charlotte,NC,,SHAKE SHACK,,other,,fast_food_burger,1.0,Shake Shack is a burger chain,"{""category"":""fast_food_burger"",""confidence"":1.0,""reason"":""Shake Shack is a burger chain""}"
SHAKE SHACK #1323,16633 BIRKDALE COMMONS PY,Charlotte,NC,,SHAKE SHACK,,other,,fast_food_burger,1.0,Shake Shack is a fast-food burger chain,"{""category"":""fast_food_burger"",""confidence"":1.0,""reason"":""Shake Shack is a fast-food burger chain""}"
SHAKE SHACK SOUTHEND,1930 CAMDEN RD,Charlotte,NC,,SHAKE SHACK SOUTHEND,,other,,fast_food_burger,1.0,Shake Shack is a fast-food burger chain,"{""category"":""fast_food_burger"",""confidence"":1.0,""reason"":""Shake Shack is a fast-food burger chain""}"
SHANES RIB SHACK #240,5220 NEW FASHION WY,Charlotte,NC,,SHANES RIB SHACK,,other,,bbq,1.0,Ribs Shack,"{""category"":""bbq"",""confidence"":1.0,""reason"":""Ribs Shack""}"
SHUN LEE PALACE,4340 COLWICK RD,Charlotte,NC,,SHUN LEE PALACE,,other,,asian_chinese,1.0,Chinese restaurant,"{""category"":""asian_chinese"",""confidence"":1.0,""reason"":""Chinese restaurant""}"
SIDE EYE @ MECKLEN HOTEL,8520 UNIVERSITY EXECUTIVE PARK DR,Charlotte,NC,,SIDE EYE MECKLEN HOTEL,,other,,institutional,1.0,hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""hotel""}"
SILVER EXPRESS,5115 N TRYON ST,Charlotte,NC,,SILVER EXPRESS,,other,,fast_food_burger,0.8,Typical fast food chain name,"{""category"":""fast_food_burger"",""confidence"":0.8,""reason"":""Typical fast food chain name""}"
SIR EDMOND HALLEY`S,4151 PARK RD,Charlotte,NC,,SIR EDMOND HALLEY S,,other,,other,0.8,"Establishment appears to be a restaurant or eatery, but no clear category matches","{""category"":""other"",""confidence"":0.8,""reason"":""Establishment appears to be a restaurant or eatery, but no clear category matches""}"
SIXTY VINES,1415 VANTAGE PARK DR,Charlotte,NC,,SIXTY VINES,,other,,coffee_shop,1.0,Coffee focused establishment,"{""category"":""coffee_shop"",""confidence"":1.0,""reason"":""Coffee focused establishment""}"
SKRIMP SHACK #32,3718 CENTRAL AV,Charlotte,NC,,SKRIMP SHACK,,other,,food_truck,1.0,shrimp shack is a common name for seafood food trucks,"{""category"":""food_truck"",""confidence"":1.0,""reason"":"" shrimp shack is a common name for seafood food trucks""}"
SKY ZONE,10200 CENTRUM PY,Charlotte,NC,,SKY ZONE,,other,,other,0.8,Entertainment venue,"{""category"":""other"",""confidence"":0.8,""reason"":""Entertainment venue""}"
SKY ZONE NORTHLAKE,7325 SMITH CORNERS BV,Charlotte,NC,,SKY ZONE NORTHLAKE,,other,,other,0.8,Entertainment venue,"{""category"":""other"",""confidence"":0.8,""reason"":""Entertainment venue""}"
SKYBROOK GOLF CLUBHOUSE,14720 NORTHGREEN DR,Charlotte,NC,,SKYBROOK GOLF CLUBHOUSE,,other,,institutional,1.0,venue,"{""category"":""institutional"",""confidence"":1.0,""reason"":""venue""}"
SKYVIEW 22 SOUL FOOD & MORE,9820 CALLABRIDGE CT,Charlotte,NC,,SKYVIEW SOUL FOOD & MORE,,other,,other,1.0,soul food establishment without clear fit into other categories,"{""category"":""other"",""confidence"":1.0,""reason"":""soul food establishment without clear fit into other categories""}"
SLINGSHOT SOCIAL GAME CLUB,332 W BLAND ST,Charlotte,NC,,SLINGSHOT SOCIAL GAME CLUB,,other,,other,0.8,entertainment venue,"{""category"":""other"",""confidence"":0.8,""reason"":""entertainment venue""}"
SMOKIN CUE,10901 UNIVERSITY CITY BV,Charlotte,NC,,SMOKIN CUE,,other,,bbq,0.9,BBQ restaurant,"{""category"":""bbq"",""confidence"":0.9,""reason"":""BBQ restaurant""}"
SMOOTHIE KING #1296,3020 PROSPERITY CHURCH RD,Charlotte,NC,,SMOOTHIE KING,,other,,fast_food_burger,1.0,"Smoothie King is a fast-food chain that primarily serves smoothies, but also offers other food items such as burgers.","{""category"":""fast_food_burger"",""confidence"":1.0,""reason"":""Smoothie King is a fast-food chain that primarily serves smoothies, but also offers other food items such as burgers.""}"
SMOOTHIE KING #1562,8150 MT HOLLY-HUNTERSVILLE RD,Charlotte,NC,,SMOOTHIE KING,,other,,fast_food_burger,1.0,"Smoothie King is a fast-food chain that primarily serves smoothies and other beverages, but also offers burgers and other food items.","{""category"":""fast_food_burger"",""confidence"":1.0,""reason"":""Smoothie King is a fast-food chain that primarily serves smoothies and other beverages, but also offers burgers and other food items.""}"
SMOOTHIE KING #1570,8156 S TRYON ST,Charlotte,NC,,SMOOTHIE KING,,other,,fast_food_burger,1.0,"Smoothie King is a fast food chain that primarily serves smoothies and other beverages, but also offers burgers and other food items.","{""category"":""fast_food_burger"",""confidence"":1.0,""reason"":""Smoothie King is a fast food chain that primarily serves smoothies and other beverages, but also offers burgers and other food items.""}"
SMOOTHIE KING #1614,5220 NEW FASHION WY,Charlotte,NC,,SMOOTHIE KING,,other,,fast_food_burger,1.0,"Smoothie King is a fast-food chain that primarily serves smoothies, but also offers other food items such as burgers.","{""category"":""fast_food_burger"",""confidence"":1.0,""reason"":""Smoothie King is a fast-food chain that primarily serves smoothies, but also offers other food items such as burgers.""}"
SMOOTHIE KING #2000,9425 SOUTH BV,Charlotte,NC,,SMOOTHIE KING,,other,,fast_food_burger,1.0,"Smoothie King is a fast-food chain that primarily serves smoothies and other beverages, but also offers some food items such as burgers.","{""category"":""fast_food_burger"",""confidence"":1.0,""reason"":""Smoothie King is a fast-food chain that primarily serves smoothies and other beverages, but also offers some food items such as burgers.""}"
SMOOTHIE KING #808,14130 RIVERGATE PY,Charlotte,NC,,SMOOTHIE KING,,other,,fast_food_burger,0.9,Typical fast food establishment with a burger menu,"{""category"":""fast_food_burger"",""confidence"":0.9,""reason"":""Typical fast food establishment with a burger menu""}"
SMS CATERING SERVICES,1764 NORLAND RD,Charlotte,NC,,SMS CATERING SERVICES,,other,,institutional,1.0,Catering service for events and organizations,"{""category"":""institutional"",""confidence"":1.0,""reason"":""Catering service for events and organizations""}"
SNOOZE AM EATERY #604,4425 SHARON RD,Charlotte,NC,,SNOOZE AM EATERY,,other,,coffee_shop,0.8,SNOOZE AM EATERY is a coffee shop chain known for its breakfast and brunch options.,"{""category"":""coffee_shop"",""confidence"":0.8,""reason"":""SNOOZE AM EATERY is a coffee shop chain known for its breakfast and brunch options.""}"
SNOOZE AM EATERY SOUTH END,2041 SOUTH BV,Charlotte,NC,,SNOOZE AM EATERY SOUTH END,,other,,coffee_shop,0.8,"SNOOZE AM EATERY is a coffee shop chain with multiple locations, including one in Charlotte, NC.","{""category"":""coffee_shop"",""confidence"":0.8,""reason"":""SNOOZE AM EATERY is a coffee shop chain with multiple locations, including one in Charlotte, NC.""}"
SNOOZE AN AM EATERY PLAZA MIDWOOD,1331 CENTRAL AV,Charlotte,NC,,SNOOZE AN AM EATERY PLAZA MIDWOOD,,other,,coffee_shop,0.8,"breakfast-focused eatery with 'am' in name, suggesting a coffee and breakfast establishment","{""category"":""coffee_shop"",""confidence"":0.8,""reason"":""breakfast-focused eatery with 'am' in name, suggesting a coffee and breakfast establishment""}"
SOCIAL 704,9201 UNIVERSITY CITY BV,Charlotte,NC,,SOCIAL,,other,,other,0.0,unknown establishment type,"{""category"":""other"",""confidence"":0.0,""reason"":""unknown establishment type""}"
SODEXO AT FEDERAL RESERVE BANK,530 E TRADE ST,Charlotte,NC,,SODEXO AT FEDERAL RESERVE BANK,,other,,institutional,1.0,bank,"{""category"":""institutional"",""confidence"":1.0,""reason"":""bank""}"
SODEXO FRB CONFERENCE CENTER,530 E TRADE ST,Charlotte,NC,,SODEXO FRB CONFERENCE CENTER,,other,,institutional,1.0,Conference Center,"{""category"":""institutional"",""confidence"":1.0,""reason"":""Conference Center""}"
SOLISTA CHARLOTTE,5512 CARMEL RD,Charlotte,NC,,SOLISTA CHARLOTTE,,other,,other,0.8,"No clear indication of food type, may be a restaurant or cafe","{""category"":""other"",""confidence"":0.8,""reason"":""No clear indication of food type, may be a restaurant or cafe""}"
SOPHIAS LOUNGE,127 N TRYON ST,Charlotte,NC,,SOPHIAS LOUNGE,,other,,bar,1.0,Sophia's Lounge is a bar.,"{""category"":""bar"",""confidence"":1.0,""reason"":""Sophia's Lounge is a bar.""}"
SOUL CENTRAL UNCC,8531 N TRYON ST,Charlotte,NC,,SOUL CENTRAL UNCC,,other,,other,0.9,University or college cafeteria,"{""category"":""other"",""confidence"":0.9,""reason"":""University or college cafeteria""}"
SOUTH 21,6116 BROOKSHIRE BV,Charlotte,NC,,SOUTH,,other,,fast_food_burger,0.9,Typical fast food burger joint,"{""category"":""fast_food_burger"",""confidence"":0.9,""reason"":""Typical fast food burger joint""}"
SOUTH 21 CURB SERVICE,3101 E INDEPENDENCE BV,Charlotte,NC,,SOUTH CURB SERVICE,,other,,food_truck,0.8,Curb service indicates food truck operation,"{""category"":""food_truck"",""confidence"":0.8,""reason"":""Curb service indicates food truck operation""}"
SOUTH 21 JR,6920 N TRYON ST,Charlotte,NC,,SOUTH JR,,other,,fast_food_burger,0.8,Typical fast food burger joint,"{""category"":""fast_food_burger"",""confidence"":0.8,""reason"":""Typical fast food burger joint""}"
SOUTH 21 MATTHEWS,11450 E INDEPENDENCE BV,Charlotte,NC,,SOUTH MATTHEWS,,other,,other,0.8,"No clear indication of food type, likely a restaurant or bar","{""category"":""other"",""confidence"":0.8,""reason"":""No clear indication of food type, likely a restaurant or bar""}"
SOUTHBOUND,2433 SOUTH BV,Charlotte,NC,,SOUTHBOUND,,other,,fast_food_burger,1.0,,"{""category"":""fast_food_burger"",""confidence"":1.0}"
SOUTHERN PECAN,6706 PHILLIPS PLACE CT,Charlotte,NC,,SOUTHERN PECAN,,other,,bbq,0.8,Southern Pecan is a barbecue restaurant,"{""category"":""bbq"",""confidence"":0.8,""reason"":""Southern Pecan is a barbecue restaurant""}"
SPARE TIME ENTERTAINMENT,16317 STATESVILLE RD,Charlotte,NC,,SPARE TIME ENTERTAINMENT,,other,,sports_bar,0.8,Entertainment venue with sports features,"{""category"":""sports_bar"",""confidence"":0.8,""reason"":""Entertainment venue with sports features""}"
SPARE TIME PINEVILLE,9600 PINEVILLE-MATTHEWS RD,Charlotte,NC,,SPARE TIME PINEVILLE,,other,,fast_food_burger,1.0,Typical fast food burger establishment,"{""category"":""fast_food_burger"",""confidence"":1.0,""reason"":""Typical fast food burger establishment""}"
SPARK BY HILTON,6050 TYVOLA GLEN CR,Charlotte,NC,,SPARK BY HILTON,,other,,full_service,1.0,hotel,"{""category"":""full_service"",""confidence"":1.0,""reason"":""hotel""}"
SPECTRUM CENTER HARDWOOD CLUB,333 E TRADE ST,Charlotte,NC,,SPECTRUM CENTER HARDWOOD CLUB,,other,,sports_bar,0.9,Sports venue and bar,"{""category"":""sports_bar"",""confidence"":0.9,""reason"":""Sports venue and bar""}"
SPECTRUM CENTER THEATRE BOX,333 E TRADE ST,Charlotte,NC,,SPECTRUM CENTER THEATRE BOX,,other,,other,1.0,theatre venue,"{""category"":""institution"",""confidence"":1.0,""reason"":""theatre venue""}"
SPICE CHARLOTTE,515 NORTH ELLIS LN,Charlotte,NC,,SPICE CHARLOTTE,,other,,other,0.8,"Restaurant with 'Spice' in the name, but no clear indication of cuisine or type","{""category"":""other"",""confidence"":0.8,""reason"":""Restaurant with 'Spice' in the name, but no clear indication of cuisine or type""}"
SPORTS PAGE FOOD AND SPIRITS,8400 BELLHAVEN BV,Charlotte,NC,,SPORTS PAGE FOOD AND SPIRITS,,other,,sports_bar,1.0,"contains keywords 'food' and 'spirits', indicating a sports bar establishment","{""category"":""sports_bar"",""confidence"":1.0,""reason"":""contains keywords 'food' and 'spirits', indicating a sports bar establishment""}"
SPRINGHILL SUITES,13610 REESE BV W,Charlotte,NC,,SPRINGHILL SUITES,,other,,institutional,1.0,hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""hotel""}"
SPRINGHILL SUITES,3950 ARCO CORPORATE DR,Charlotte,NC,,SPRINGHILL SUITES,,other,,institutional,1.0,Hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""Hotel""}"
SPRINGHILL SUITES AT CAROWINDS,1000 COASTERVIEW DR,Charlotte,NC,,SPRINGHILL SUITES AT CAROWINDS,,other,,institutional,1.0,hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""hotel""}"
SPRINGHILL SUITES BY MARRIOTT CHARLOTTE AIRPORT,3055 SCOTT FUTRELL DR,Charlotte,NC,,SPRINGHILL SUITES BY MARRIOTT CHARLOTTE AIRPORT,,other,,institutional,1.0,hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""hotel""}"
SPRINGHILL SUITES CHARLOTTE AIRPORT LAKE POINTE,2223 CASCADE POINTE BV,Charlotte,NC,,SPRINGHILL SUITES CHARLOTTE AIRPORT LAKE POINTE,,other,,institutional,1.0,hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""hotel""}"
SPRINGHILL SUITES CHARLOTTE BALLANTYNE,12325 JOHNSTON RD,Charlotte,NC,,SPRINGHILL SUITES CHARLOTTE BALLANTYNE,,other,,institutional,1.0,hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""hotel""}"
SPRINGHILL SUITES UPTOWN CHARLOTTE,311 E 5TH ST,Charlotte,NC,,SPRINGHILL SUITES UPTOWN CHARLOTTE,,other,,institutional,1.0,hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""hotel""}"
SRI BALAJI CAFFE,716 MAIN ST,Charlotte,NC,,SRI BALAJI CAFFE,,other,,coffee_shop,1.0,Bakery and cafe focused establishment,"{""category"":""coffee_shop"",""confidence"":1.0,""reason"":""Bakery and cafe focused establishment""}"
STABLE HAND,125 REMOUNT RD,Charlotte,NC,,STABLE HAND,,other,,other,0.0,unknown establishment type,"{""category"":""other"",""confidence"":0.0,""reason"":""unknown establishment type""}"
STAGIONI,715 PROVIDENCE RD,Charlotte,NC,,STAGIONI,,other,,other,0.8,Italian restaurant name and location,"{""category"":""italian"", ""confidence"":0.8, ""reason"":""Italian restaurant name and location""}"
STARLIGHT ON 22ND,422 E 22ND ST,Charlotte,NC,,STARLIGHT ON 22ND,,other,,other,0.9,"Restaurant or bar not specified, likely a casual dining establishment","{""category"":""other"",""confidence"":0.9,""reason"":""Restaurant or bar not specified, likely a casual dining establishment""}"
STATE OF CONFUSION,3500 DEWITT LN,Charlotte,NC,,STATE OF CONFUSION,,other,,other,1.0,No clear indication of food type,"{""category"":""other"",""confidence"":1.0,""reason"":""No clear indication of food type""}"
STAYBRIDGE SUITES CHARLOTTE - TYVOLA,6017 TYVOLA GLEN CR,Charlotte,NC,,STAYBRIDGE SUITES CHARLOTTE - TYVOLA,,other,,institutional,1.0,Hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""Hotel""}"
